provider,status,access_method,primary_rows_read,secondary_rows_read,rows_scanned_total,chunks,csv_primary,csv_secondary,hits_found,filter_endpoint_probe_note
fnspid_news,success,datasets_server_probe_plus_hub_csv_stream,15549299,13057514,28606813,285,nasdaq_exteral_data.csv,All_external.csv,340,HTTP Error 500: Internal Server Error
